name,player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_caught_stealing,r_total_stolen_base,exit_velocity_avg,sweet_spot_percent,barrel_batted_rate,hp_to_1b,sprint_speed,team_id,team_name,division,league,avg_220,avg_240,avg_260,avg_280,avg_300,hr_10,hr_20,hr_30,hr_40,sb_05,sb_10,sb_15,sb_20
"Hoerner, Nico",663538,2022,25,481,517,135,98,22,5,10,57,28,11.0,5.4,0.281,0.41,0.327,0.737,55,2,20,87.2,32.4,2.6,4.28,29.1,112.0,CHC,NLC,NL,True,True,True,True,False,True,False,False,False,True,True,True,True
"Riley, Austin",663586,2022,25,615,693,168,89,39,2,38,168,57,24.2,8.2,0.273,0.528,0.349,0.877,93,0,2,92.5,37.7,15.7,4.5,27.8,144.0,ATL,NLE,NL,True,True,True,False,False,True,True,True,False,False,False,False,False
"Madrigal, Nick",663611,2022,25,209,228,52,45,7,0,0,27,14,11.8,6.1,0.249,0.282,0.305,0.587,7,1,3,85.9,26.6,0.0,4.37,27.4,112.0,CHC,NLC,NL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Larnach, Trevor",663616,2022,25,160,180,37,19,13,0,5,57,18,31.7,10.0,0.231,0.406,0.306,0.712,18,0,0,90.1,36.2,11.4,4.48,27.0,142.0,MIN,ALC,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Mountcastle, Ryan",663624,2022,25,555,609,139,88,28,1,22,154,43,25.3,7.1,0.25,0.423,0.305,0.728,85,1,4,91.3,39.5,15.0,4.51,27.5,110.0,BAL,ALE,AL,True,True,False,False,False,True,True,False,False,False,False,False,False
"McKenna, Ryan",663630,2022,25,156,172,37,25,10,0,2,55,11,32.0,6.4,0.237,0.34,0.294,0.634,11,1,2,86.7,37.5,9.6,4.2,29.4,110.0,BAL,ALE,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Hayes, Ke'Bryan",663647,2022,25,505,560,123,89,24,3,7,122,48,21.8,8.6,0.244,0.345,0.314,0.659,41,5,20,91.0,30.6,3.9,4.41,27.9,134.0,PIT,NLC,NL,True,True,False,False,False,False,False,False,False,True,True,True,True
"Tucker, Kyle",663656,2022,25,544,609,140,81,28,1,30,95,59,15.6,9.7,0.257,0.478,0.33,0.808,107,4,25,90.0,34.4,10.2,4.51,26.6,117.0,HOU,ALW,AL,True,True,False,False,False,True,True,True,False,True,True,True,True
"Cameron, Daz",663662,2022,25,64,70,14,9,3,1,1,20,5,28.6,7.1,0.219,0.344,0.286,0.63,8,0,2,90.4,43.2,9.1,4.41,28.5,116.0,DET,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"India, Jonathan",663697,2022,25,386,431,96,68,16,2,10,94,31,21.8,7.2,0.249,0.378,0.327,0.705,41,4,3,85.1,36.0,4.8,4.46,27.7,113.0,CIN,NLC,NL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Bart, Joey",663698,2022,25,261,291,56,39,6,0,11,112,26,38.5,8.9,0.215,0.364,0.296,0.66,25,1,2,87.3,32.2,10.1,4.61,27.1,137.0,SF,NLW,NL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Raleigh, Cal",663728,2022,25,370,415,78,30,20,1,27,122,38,29.4,9.2,0.211,0.489,0.284,0.773,63,0,1,90.9,36.0,15.4,4.57,26.8,136.0,SEA,ALW,AL,False,False,False,False,False,True,True,False,False,False,False,False,False
"Fortes, Nick",663743,2022,25,217,240,50,34,6,1,9,45,18,18.8,7.5,0.23,0.392,0.304,0.696,24,3,5,89.3,30.2,7.0,4.48,27.9,146.0,MIA,NLE,NL,True,False,False,False,False,False,False,False,False,True,False,False,False
"Grisham, Trent",663757,2022,25,451,524,83,48,16,2,17,150,57,28.6,10.9,0.184,0.341,0.284,0.625,53,1,7,88.3,25.5,8.1,4.35,28.8,135.0,SD,NLW,NL,False,False,False,False,False,True,False,False,False,True,False,False,False
"Vierling, Matt",663837,2022,25,325,357,80,60,12,2,6,70,23,19.6,6.4,0.246,0.351,0.297,0.648,32,4,7,91.2,35.2,5.0,4.34,29.6,143.0,PHI,NLE,NL,True,True,False,False,False,False,False,False,False,True,False,False,False
"Rivas III, Alfonso",663845,2022,25,251,287,59,49,5,2,3,87,29,30.3,10.1,0.235,0.307,0.322,0.629,25,1,6,86.9,34.7,4.2,4.63,26.2,112.0,CHC,NLC,NL,True,False,False,False,False,False,False,False,False,True,False,False,False
"Gonzalez, Romy",663853,2022,25,105,109,25,18,4,1,2,39,2,35.8,1.8,0.238,0.352,0.257,0.609,11,1,0,91.2,29.9,9.0,4.38,28.5,145.0,CWS,ALC,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Stephenson, Tyler",663886,2022,25,166,183,53,38,9,0,6,47,12,25.7,6.6,0.319,0.482,0.372,0.854,35,0,1,87.1,46.3,6.6,4.64,26.5,113.0,CIN,NLC,NL,True,True,True,True,True,False,False,False,False,False,False,False,False
"Williams, Luke",663897,2022,25,127,136,30,23,5,1,1,44,9,32.4,6.6,0.236,0.315,0.287,0.602,6,4,11,83.3,36.1,3.6,4.23,28.8,146.0,MIA,NLE,NL,True,False,False,False,False,False,False,False,False,True,True,False,False
"Rodgers, Brendan",663898,2022,25,527,581,140,94,30,3,13,101,46,17.4,7.9,0.266,0.408,0.325,0.733,63,0,0,90.0,31.3,7.2,4.52,26.7,115.0,COL,NLW,NL,True,True,True,False,False,True,False,False,False,False,False,False,False
"Plummer, Nick",663911,2022,25,29,31,4,1,1,0,2,12,1,38.7,3.2,0.138,0.379,0.194,0.573,6,0,0,89.1,47.1,11.8,,26.1,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lowe, Nathaniel",663993,2022,26,593,645,179,123,26,3,27,147,48,22.8,7.4,0.302,0.492,0.358,0.85,76,2,2,90.2,34.1,9.9,4.39,27.1,140.0,TEX,ALW,AL,True,True,True,True,True,True,True,False,False,False,False,False,False
"Happ, Ian",664023,2022,27,573,641,155,94,42,2,17,149,58,23.2,9.0,0.271,0.44,0.342,0.782,72,4,9,89.7,29.2,6.5,4.32,27.9,112.0,CHC,NLC,NL,True,True,True,False,False,True,False,False,False,True,False,False,False
"Mathias, Mark",664029,2022,27,81,91,20,11,3,0,6,30,9,33.0,9.9,0.247,0.506,0.319,0.825,20,0,3,90.2,34.6,11.5,4.43,27.6,140.0,TEX,ALW,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"France, Ty",664034,2022,27,551,613,151,103,27,1,20,94,35,15.3,5.7,0.274,0.436,0.338,0.774,83,0,0,87.6,34.8,5.4,4.89,24.7,136.0,SEA,ALW,AL,True,True,True,False,False,True,True,False,False,False,False,False,False
"Lowe, Brandon",664040,2022,27,235,266,52,32,10,2,8,61,27,22.9,10.2,0.221,0.383,0.308,0.691,25,0,1,89.4,35.4,10.3,4.37,27.5,139.0,TB,ALE,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Davis, Jaylin",664041,2022,27,24,27,8,7,1,0,0,11,3,40.7,11.1,0.333,0.375,0.407,0.782,2,0,0,88.2,53.8,0.0,,28.1,111.0,BOS,ALE,AL,True,True,True,True,True,False,False,False,False,False,False,False,False
"Bader, Harrison",664056,2022,28,292,313,73,55,10,3,5,62,15,19.8,4.8,0.25,0.356,0.294,0.65,30,3,17,83.4,28.4,3.4,4.27,29.1,147.0,NYY,ALE,AL,True,True,False,False,False,False,False,False,False,True,True,True,False
"Fletcher, David",664058,2022,28,216,228,55,43,9,1,2,16,7,7.0,3.1,0.255,0.333,0.288,0.621,17,0,1,82.1,41.1,0.0,4.48,26.1,108.0,LAA,ALW,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Haggerty, Sam",664059,2022,28,176,201,45,30,9,1,5,53,18,26.4,9.0,0.256,0.403,0.335,0.738,23,1,13,86.0,32.5,4.0,4.33,28.9,136.0,SEA,ALW,AL,True,True,False,False,False,False,False,False,False,True,True,False,False
"Allen, Austin",664119,2022,28,14,16,1,1,0,0,0,9,1,56.3,6.3,0.071,0.071,0.188,0.259,0,0,0,92.7,20.0,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Moore, Dylan",664238,2022,29,205,255,46,27,11,2,6,75,34,29.4,13.3,0.224,0.385,0.368,0.753,24,8,21,87.2,39.4,12.9,4.4,28.3,136.0,SEA,ALW,AL,True,False,False,False,False,False,False,False,False,True,True,True,True
"Garlick, Kyle",664247,2022,30,150,162,35,23,3,0,9,48,8,29.6,4.9,0.233,0.433,0.284,0.717,18,0,0,90.2,36.9,9.7,4.68,26.6,142.0,MIN,ALC,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Florial, Estevan",664314,2022,24,31,35,3,3,0,0,0,13,3,37.1,8.6,0.097,0.097,0.2,0.297,1,0,2,85.6,16.7,5.6,,27.9,147.0,NYY,ALE,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Whitefield, Aaron",664334,2022,25,11,11,0,0,0,0,0,5,0,45.5,0.0,0.0,0.0,0.0,0.0,0,0,0,95.3,33.3,16.7,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lopez, Alejo",664670,2022,26,145,156,38,31,5,1,1,21,9,13.5,5.8,0.262,0.331,0.314,0.645,10,1,3,83.8,37.9,0.8,4.4,26.6,113.0,CIN,NLC,NL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Straw, Myles",664702,2022,27,535,596,118,93,22,3,0,87,54,14.6,9.1,0.221,0.273,0.291,0.564,32,1,21,87.0,34.1,0.7,4.14,29.3,114.0,CLE,ALC,AL,True,False,False,False,False,False,False,False,False,True,True,True,True
"Isbel, Kyle",664728,2022,25,256,278,54,35,10,4,5,75,16,27.0,5.8,0.211,0.34,0.264,0.604,28,6,9,89.7,30.4,4.9,4.33,28.0,118.0,KC,ALC,AL,False,False,False,False,False,False,False,False,False,True,False,False,False
"Higgins, P.J.",664731,2022,29,201,229,46,28,11,1,6,58,22,25.3,9.6,0.229,0.383,0.31,0.693,30,0,0,86.0,34.7,3.4,4.51,26.4,112.0,CHC,NLC,NL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Bohm, Alec",664761,2022,25,586,631,164,124,24,3,13,110,31,17.4,4.9,0.28,0.398,0.315,0.713,72,3,2,90.2,37.7,6.8,4.59,27.1,143.0,PHI,NLE,NL,True,True,True,True,False,True,False,False,False,False,False,False,False
"Wade Jr., LaMonte",664774,2022,28,217,251,45,29,7,1,8,51,26,20.3,10.4,0.207,0.359,0.305,0.664,26,0,1,87.7,33.7,9.5,4.67,26.0,137.0,SF,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Mazeika, Patrick",664850,2022,28,68,72,13,8,4,0,1,9,2,12.5,2.8,0.191,0.294,0.214,0.508,6,0,0,84.5,29.5,3.3,4.71,24.0,121.0,NYM,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Zavala, Seby",664874,2022,28,178,205,48,32,14,0,2,64,19,31.2,9.3,0.27,0.382,0.347,0.729,21,0,0,88.8,41.2,9.2,4.71,25.9,145.0,CWS,ALC,AL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Mendick, Danny",664901,2022,28,97,106,28,20,4,1,3,23,7,21.7,6.6,0.289,0.443,0.343,0.786,15,0,1,86.8,38.7,4.0,4.64,26.1,145.0,CWS,ALC,AL,True,True,True,True,False,False,False,False,False,False,False,False,False
"Brown, Seth",664913,2022,29,500,555,115,61,26,3,25,146,51,26.3,9.2,0.23,0.444,0.305,0.749,73,2,11,89.2,34.9,13.0,4.51,27.8,133.0,OAK,ALW,AL,True,False,False,False,False,True,True,False,False,True,True,False,False
"McCarthy, Jake",664983,2022,24,321,354,91,64,16,3,8,76,23,21.5,6.5,0.283,0.427,0.342,0.769,43,3,23,87.4,32.5,4.8,4.21,30.1,109.0,ARI,NLW,NL,True,True,True,True,False,False,False,False,False,True,True,True,True
"Clemens, Kody",665019,2022,26,117,127,17,8,4,0,5,33,8,26.0,6.3,0.145,0.308,0.197,0.505,17,0,1,89.4,26.7,5.8,4.47,27.3,116.0,DET,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Walsh, Jared",665120,2022,28,423,454,91,56,18,2,15,138,27,30.4,5.9,0.215,0.374,0.269,0.643,44,1,2,90.1,34.0,9.5,4.55,25.9,108.0,LAA,ALW,AL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Proctor, Ford",665154,2022,25,18,22,2,1,0,0,1,3,2,13.6,9.1,0.111,0.278,0.182,0.46,6,0,0,89.4,29.4,5.9,,26.4,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Maton, Nick",665155,2022,25,72,85,18,10,2,1,5,29,10,34.1,11.8,0.25,0.514,0.341,0.855,17,0,0,86.6,37.8,6.7,,26.6,143.0,PHI,NLE,NL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Pena, Jeremy",665161,2022,24,521,558,132,88,20,2,22,135,22,24.2,3.9,0.253,0.426,0.289,0.715,63,2,11,88.1,32.9,9.7,4.28,29.4,117.0,HOU,ALW,AL,True,True,False,False,False,True,True,False,False,True,True,False,False
"Celestino, Gilberto",665482,2022,23,311,347,74,59,12,1,2,77,32,22.2,9.2,0.238,0.302,0.313,0.615,24,1,4,87.3,27.1,2.5,4.5,27.9,142.0,MIN,ALC,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Guerrero Jr., Vladimir",665489,2022,23,638,706,175,108,35,0,32,116,58,16.4,8.2,0.274,0.48,0.339,0.819,97,3,8,92.8,27.9,11.2,4.56,26.6,141.0,TOR,ALE,AL,True,True,True,False,False,True,True,True,False,True,False,False,False
"Pache, Cristian",665506,2022,23,241,260,40,30,5,2,3,70,15,26.9,5.8,0.166,0.241,0.218,0.459,18,2,2,89.4,25.3,3.4,4.39,28.6,133.0,OAK,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fox, Lucius",665650,2022,24,25,28,2,2,0,0,0,9,1,32.1,3.6,0.08,0.08,0.115,0.195,2,0,1,81.8,11.1,5.6,,29.1,120.0,WSH,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Soto, Juan",665742,2022,23,524,664,127,73,25,2,27,96,135,14.5,20.3,0.242,0.452,0.401,0.853,62,2,6,91.0,28.5,12.4,4.39,26.6,135.0,SD,NLW,NL,True,True,False,False,False,True,True,False,False,True,False,False,False
"Taveras, Leody",665750,2022,23,314,341,82,61,14,2,5,88,21,25.8,6.2,0.261,0.366,0.309,0.675,34,5,11,89.3,28.7,4.3,4.22,29.4,140.0,TEX,ALW,AL,True,True,True,False,False,False,False,False,False,True,True,False,False
"Cabrera, Oswaldo",665828,2022,23,154,171,38,23,8,1,6,44,15,25.7,8.8,0.247,0.429,0.312,0.741,19,2,3,86.8,41.1,6.3,4.47,27.5,147.0,NYY,ALE,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Cruz, Oneil",665833,2022,23,331,361,77,43,13,4,17,126,28,34.9,7.8,0.233,0.45,0.294,0.744,54,4,10,91.9,30.6,15.5,4.2,29.9,134.0,PIT,NLC,NL,True,False,False,False,False,True,False,False,False,True,True,False,False
"Rivero, Sebastian ",665861,2022,23,26,29,4,4,0,0,0,10,2,34.5,6.9,0.154,0.154,0.214,0.368,1,0,0,87.2,17.6,5.9,,25.0,118.0,KC,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Chisholm Jr., Jazz",665862,2022,24,213,241,54,26,10,4,14,66,21,27.4,8.7,0.254,0.535,0.325,0.86,45,5,12,90.4,37.3,16.7,4.18,29.2,146.0,MIA,NLE,NL,True,True,False,False,False,True,False,False,False,True,True,False,False
"Ruiz, Esteury",665923,2022,23,35,36,6,4,1,1,0,7,1,19.4,2.8,0.171,0.257,0.194,0.451,2,2,1,73.0,32.1,3.6,4.31,29.8,158.0,MIL,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Gimenez, Andres",665926,2022,23,491,557,146,100,26,3,17,112,34,20.1,6.1,0.297,0.466,0.371,0.837,69,3,20,87.8,31.3,6.2,4.14,29.3,114.0,CLE,ALC,AL,True,True,True,True,False,True,False,False,False,True,True,True,True
"Aranda, Jonathan",666018,2022,24,78,87,15,9,4,0,2,23,8,26.4,9.2,0.192,0.321,0.276,0.597,6,0,0,91.1,29.1,7.3,4.57,25.7,139.0,TB,ALE,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Jones, Nolan",666134,2022,24,86,94,21,14,5,0,2,31,8,33.0,8.5,0.244,0.372,0.309,0.681,13,0,0,89.3,49.1,14.5,4.41,28.0,114.0,CLE,ALC,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Kirilloff, Alex",666135,2022,24,144,156,36,26,7,0,3,36,5,23.1,3.2,0.25,0.361,0.29,0.651,21,0,0,89.3,28.2,6.4,4.32,27.6,142.0,MIN,ALC,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Lowe, Josh",666139,2022,24,181,198,40,24,12,2,2,66,15,33.3,7.6,0.221,0.343,0.284,0.627,13,0,3,88.3,47.4,5.2,4.21,28.8,139.0,TB,ALE,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Lux, Gavin",666158,2022,24,421,471,116,83,20,7,6,95,47,20.2,10.0,0.276,0.399,0.346,0.745,42,2,7,88.0,34.0,6.1,4.19,28.9,119.0,LAD,NLW,NL,True,True,True,False,False,False,False,False,False,True,False,False,False
"Moniak, Mickey",666160,2022,24,106,112,18,11,3,1,3,44,4,39.3,3.6,0.17,0.302,0.207,0.509,8,0,1,84.9,22.2,7.9,4.32,28.2,108.0,LAA,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Adell, Jo",666176,2022,23,268,285,60,38,12,2,8,107,11,37.5,3.9,0.224,0.373,0.264,0.637,27,2,4,87.4,33.3,9.9,4.31,29.8,108.0,LAA,ALW,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Beer, Seth",666179,2022,25,111,126,21,17,3,0,1,31,11,24.6,8.7,0.189,0.243,0.278,0.521,9,0,0,85.9,33.3,3.7,4.81,24.7,109.0,ARI,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Benson, Will",666181,2022,24,55,61,10,9,1,0,0,19,3,31.1,4.9,0.182,0.2,0.25,0.45,3,0,0,84.2,18.9,0.0,4.33,29.2,114.0,CLE,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bichette, Bo",666182,2022,24,652,697,189,121,43,1,24,155,41,22.2,5.9,0.29,0.469,0.333,0.802,93,8,13,91.9,33.3,9.6,4.5,27.5,141.0,TOR,ALE,AL,True,True,True,True,False,True,True,False,False,True,True,False,False
"Carlson, Dylan",666185,2022,23,432,488,102,60,30,4,8,94,45,19.3,9.2,0.236,0.38,0.316,0.696,42,2,5,86.1,35.7,4.4,4.32,28.1,138.0,STL,NLC,NL,True,False,False,False,False,False,False,False,False,True,False,False,False
"Trammell, Taylor",666211,2022,24,102,117,20,7,9,0,4,33,13,28.2,11.1,0.196,0.402,0.284,0.686,10,1,2,88.3,29.6,9.9,4.33,27.0,136.0,SEA,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Encarnacion, Jerar",666464,2022,24,77,81,14,8,3,0,3,32,3,39.5,3.7,0.182,0.338,0.21,0.548,14,0,2,90.5,30.4,6.5,4.48,27.8,146.0,MIA,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Morel, Christopher",666624,2022,23,379,425,89,50,19,4,16,137,38,32.2,8.9,0.235,0.433,0.308,0.741,47,7,10,89.6,30.0,13.4,4.38,28.8,112.0,CHC,NLC,NL,True,False,False,False,False,True,False,False,False,True,True,False,False
"Castro, Rodolfo",666801,2022,23,253,277,59,36,8,4,11,74,22,26.7,7.9,0.233,0.427,0.296,0.723,27,3,5,87.3,25.6,6.7,4.45,27.3,134.0,PIT,NLC,NL,True,False,False,False,False,True,False,False,False,True,False,False,False
"Dalbec, Bobby",666915,2022,27,317,353,68,45,9,2,12,118,29,33.4,8.2,0.215,0.369,0.283,0.652,39,0,3,90.3,32.0,11.8,4.49,28.2,111.0,BOS,ALE,AL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Aguilar, Ryan",666922,2022,27,22,26,3,2,1,0,0,14,2,53.8,7.7,0.136,0.182,0.231,0.413,2,0,0,93.3,44.4,0.0,,,108.0,LAA,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Garcia, Adolis",666969,2022,29,605,657,151,85,34,5,27,183,40,27.9,6.1,0.25,0.456,0.3,0.756,101,6,25,92.1,36.9,12.9,4.35,28.0,140.0,TEX,ALW,AL,True,True,False,False,False,True,True,False,False,True,True,True,True
"Gurriel Jr., Lourdes",666971,2022,28,453,493,132,94,32,1,5,83,31,16.8,6.3,0.291,0.4,0.343,0.743,52,4,3,90.6,34.7,3.8,4.44,27.3,141.0,TOR,ALE,AL,True,True,True,True,False,False,False,False,False,False,False,False,False
"Rooker Jr., Brent",667670,2022,27,32,36,4,3,1,0,0,11,3,30.6,8.3,0.125,0.156,0.222,0.378,2,0,0,87.8,33.3,4.8,,27.8,118.0,KC,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Walker, Steele",667727,2022,25,14,16,1,0,0,0,1,4,2,25.0,12.5,0.071,0.286,0.188,0.474,1,0,0,88.2,30.0,20.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Arozarena, Randy",668227,2022,27,586,645,154,90,41,3,20,156,46,24.2,7.1,0.263,0.445,0.327,0.772,89,12,32,89.9,28.2,7.9,4.27,28.8,139.0,TB,ALE,AL,True,True,True,False,False,True,True,False,False,True,True,True,True
"Pratto, Nick",668472,2022,23,158,182,29,12,9,1,7,66,19,36.3,10.4,0.184,0.386,0.271,0.657,20,0,0,86.0,34.4,12.5,4.4,27.2,118.0,KC,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Barrera, Tres",668663,2022,27,50,53,9,8,1,0,0,16,2,30.2,3.8,0.18,0.2,0.212,0.412,4,0,0,81.8,31.4,0.0,,24.1,120.0,WSH,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bleday, JJ",668709,2022,24,204,238,34,17,10,2,5,67,30,28.2,12.6,0.167,0.309,0.277,0.586,16,1,4,86.3,37.4,8.6,4.42,27.7,146.0,MIA,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Steer, Spencer",668715,2022,24,95,108,20,13,5,0,2,26,11,24.1,10.2,0.211,0.326,0.306,0.632,8,1,0,84.7,30.4,5.8,4.53,27.4,113.0,CIN,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Henry, Payton",668721,2022,25,28,35,4,4,0,0,0,8,5,22.9,14.3,0.143,0.143,0.314,0.457,4,0,0,79.5,15.0,0.0,4.73,26.2,146.0,MIA,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Baddoo, Akil",668731,2022,23,201,225,41,34,3,2,2,64,24,28.4,10.7,0.204,0.269,0.289,0.558,9,6,9,85.0,29.9,3.6,4.12,28.9,116.0,DET,ALC,AL,False,False,False,False,False,False,False,False,False,True,False,False,False
"Mitchell, Cal",668751,2022,23,212,232,48,32,11,0,5,52,18,22.4,7.8,0.226,0.349,0.286,0.635,17,1,3,89.9,34.0,4.9,4.71,26.1,134.0,PIT,NLC,NL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Knizner, Andrew",668800,2022,27,260,293,56,42,10,0,4,62,26,21.2,8.9,0.215,0.3,0.301,0.601,25,1,0,86.0,28.6,3.5,4.7,25.8,138.0,STL,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Reynolds, Bryan",668804,2022,27,542,614,142,92,19,4,27,141,56,23.0,9.1,0.262,0.461,0.345,0.806,62,3,7,90.2,35.5,7.9,4.34,28.2,134.0,PIT,NLC,NL,True,True,True,False,False,True,True,False,False,True,False,False,False
"Capel, Conner",668843,2022,25,52,59,16,12,0,1,3,10,5,16.9,8.5,0.308,0.519,0.356,0.875,11,1,1,87.6,34.1,6.8,4.31,27.6,133.0,OAK,ALW,AL,True,True,True,True,True,False,False,False,False,False,False,False,False
"Vientos, Mark",668901,2022,22,36,41,6,4,1,0,1,12,5,29.3,12.2,0.167,0.278,0.268,0.546,3,0,0,93.3,16.7,8.3,,26.2,121.0,NYM,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lewis, Royce",668904,2022,23,40,41,12,6,4,0,2,5,1,12.2,2.4,0.3,0.55,0.317,0.867,5,0,0,90.7,31.4,5.7,,28.3,142.0,MIN,ALC,AL,True,True,True,True,True,False,False,False,False,False,False,False,False
"Rutschman, Adley",668939,2022,24,398,470,101,52,35,1,13,86,65,18.3,13.8,0.254,0.445,0.362,0.807,42,0,4,87.9,35.6,7.9,4.4,27.2,110.0,BAL,ALE,AL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Rojas, Josh",668942,2022,28,443,510,119,84,25,1,9,98,55,19.2,10.8,0.269,0.391,0.349,0.74,56,3,23,88.8,33.5,4.5,4.37,27.3,109.0,ARI,NLW,NL,True,True,True,False,False,False,False,False,False,True,True,True,True
"Kreidler, Ryan",668952,2022,24,73,84,13,11,1,0,1,22,6,26.2,7.1,0.178,0.233,0.244,0.477,6,1,0,88.2,34.5,7.3,4.38,28.3,116.0,DET,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Mitchell, Garrett",669003,2022,23,61,68,19,14,3,0,2,28,6,41.2,8.8,0.311,0.459,0.373,0.832,9,0,8,92.9,41.2,11.8,4.01,30.2,158.0,MIL,NLC,NL,True,True,True,True,True,False,False,False,False,True,False,False,False
"Melendez Jr., MJ",669004,2022,23,460,534,100,58,21,3,18,131,66,24.5,12.4,0.217,0.393,0.313,0.706,62,3,2,90.7,31.0,10.4,4.21,27.8,118.0,KC,ALC,AL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Marsh, Brandon",669016,2022,24,424,461,104,71,18,4,11,158,28,34.3,6.1,0.245,0.384,0.295,0.679,52,4,10,89.2,40.8,7.4,4.27,28.9,143.0,PHI,NLE,NL,True,True,False,False,False,True,False,False,False,True,True,False,False
"Downs, Jeter",669023,2022,23,39,41,6,4,1,0,1,21,1,51.2,2.4,0.154,0.256,0.171,0.427,4,0,0,82.9,26.3,0.0,,28.6,111.0,BOS,ALE,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
