"name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_run","xba","xslg","xobp","avg_swing_speed","squared_up_contact","squared_up_swing","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","n_outs_above_average","n_bolts","sprint_speed"
"Shaw, Travis","543768","2021","31","220","250","44","24","11","0","9","68","24",".200",".373",".286","0.659","39","20",".215",".387",".300",,,,"87.7","19.9",31.6,"14",9,,,"25.1"
"Springer III, George","543807","2021","31","299","342","79","37","19","1","22","79","37",".264",".555",".352","0.907","50","59",".248",".507",".339",,,,"89.4","19",37.1,"34",15.4,"3",,"28.4"
"Vázquez, Christian","543877","2021","30","458","498","118","88","23","1","6","84","33",".258",".352",".308","0.660","49","51",".235",".337",".287",,,,"86.3","13.6",33,"10",2.6,,,"25.2"
"Wong, Kolten","543939","2021","30","445","492","121","73","32","2","14","83","31",".272",".447",".335","0.782","50","70",".251",".382",".317",,,,"88.3","12.8",35.3,"20",5.5,,,"26.8"
"Gregorius, Didi","544369","2021","31","368","408","77","46","16","2","13","67","25",".209",".370",".270","0.640","54","35",".225",".329",".287",,,,"86.1","18.3",32.1,"7",2.3,,,"27.7"
"Garcia, Leury","544725","2021","30","415","474","111","80","22","4","5","97","41",".267",".376",".335","0.711","54","60",".240",".336",".312",,,,"86.1","4.3",30.1,"11",3.3,"0","5","28.4"
"Vargas, Ildemaro","545121","2021","29","77","83","12","8","3","1","0","17","6",".156",".221",".217","0.438","7","7",".214",".279",".271",,,,"84.6","2.8",28.3,"1",1.7,,,"27.0"
"Bauer, Trevor","545333","2021","30","30","34","1","1","0","0","0","11","1",".033",".033",".065","0.098","1","0",".133",".159",".161",,,,"78.9","-9.9",27.3,"0",0,,,"21.7"
"Grichuk, Randal","545341","2021","29","511","545","123","75","25","1","22","114","27",".241",".423",".281","0.704","81","59",".234",".402",".278",,,,"89.8","16.1",30.4,"34",8.5,"2",,"28.1"
"Marisnick, Jake","545350","2021","30","176","198","38","23","7","3","5","65","11",".216",".375",".286","0.661","24","21",".196",".294",".272",,,,"88.2","15.2",34.8,"7",6.1,"5","4","28.8"
"Stassi, Max","545358","2021","30","282","319","68","43","11","1","13","101","28",".241",".426",".326","0.752","35","45",".232",".419",".318",,,,"89.9","11",35.2,"20",11,,,"26.3"
"Trout, Mike","545361","2021","29","117","146","39","22","8","1","8","41","27",".333",".624",".466","1.090","18","23",".303",".576",".442",,,,"91.9","12.9",38.2,"14",18.4,"1","12","29.2"
"Herrera, Odúbel","546318","2021","29","450","492","117","75","27","2","13","77","29",".260",".416",".310","0.726","51","59",".252",".378",".306",,,,"88.9","7.3",32.5,"18",4.7,"5",,"27.3"
"Alford, Anthony","546990","2021","26","133","148","31","19","6","1","5","58","12",".233",".406",".311","0.717","11","14",".199",".383",".280",,,,"89","11.8",36,"8",10.7,"4","12","29.6"
"Almora Jr., Albert","546991","2021","27","52","54","6","3","3","0","0","17","2",".115",".173",".148","0.321","0","3",".138",".188",".170",,,,"90.3","7.7",22.9,"0",0,"1",,"27.8"
"Poteet, Cody","547001","2021","26","10","11","1","1","0","0","0","3","0",".100",".100",".100","0.200","1","1",".137",".150",".137",,,,"75.4","-37.8",12.5,"0",0,,,"22.9"
"Ruiz, Rio","547004","2021","27","125","141","21","14","4","0","3","38","12",".168",".272",".243","0.515","10","11",".184",".288",".262",,,,"86.8","9.9",25.6,"4",4.4,,,"25.7"
"Wolters, Tony","547172","2021","29","24","30","3","3","0","0","0","12","5",".125",".125",".276","0.401","0","3",".124",".141",".275",,,,"82.5","6.2",23.1,"0",0,,,"25.3"
"Harper, Bryce","547180","2021","28","488","599","151","73","42","1","35","134","100",".309",".615",".429","1.044","84","101",".301",".609",".423",,,,"92.5","13.3",38.9,"65",18.1,"-7",,"27.8"
"Pérez, Roberto","547379","2021","32","141","161","21","11","3","0","7","56","17",".149",".319",".245","0.564","17","13",".202",".390",".293",,,,"91","6.9",26.4,"11",12.6,,,"24.7"
"Kim, Kwang Hyun","547942","2021","32","26","29","3","2","1","0","0","9","0",".115",".154",".148","0.302","2","0",".117",".138",".150",,,,"77.4","-11.4",21.1,"0",0,,,"27.6"
"Abreu, José","547989","2021","34","566","659","148","86","30","2","30","143","61",".261",".481",".351","0.832","117","86",".252",".457",".347",,,,"92","10.4",31.2,"44",10.2,,,"26.5"
"Díaz, Elias","553869","2021","30","338","371","83","46","18","1","18","60","30",".246",".464",".310","0.774","44","52",".247",".419",".312",,,,"87.1","14.7",30.1,"22",7.9,,,"25.8"
"Narváez, Omar","553882","2021","29","391","445","104","73","20","0","11","84","41",".266",".402",".342","0.744","49","54",".235",".369",".318",,,,"84.6","17.9",40.3,"16",5.1,,,"25.3"
"Astudillo, Willians","553902","2021","29","208","216","49","34","8","0","7","12","3",".236",".375",".259","0.634","21","17",".251",".374",".274",,,,"85.9","16.8",33.5,"8",4.1,,,"24.2"
"Suárez, Eugenio","553993","2021","29","505","574","100","46","23","0","31","171","56",".198",".428",".286","0.714","79","71",".215",".455",".302",,,,"89.1","18.3",33,"51",15,,,"26.7"
"Wheeler, Zack","554430","2021","31","68","73","11","9","2","0","0","39","0",".162",".191",".162","0.353","3","1",".124",".143",".124",,,,"83.7","-2.6",26.5,"0",0,,,"23.2"
"Polanco, Gregory","570256","2021","29","336","382","70","45","12","2","11","104","36",".208",".354",".283","0.637","36","38",".232",".411",".310",,,,"89.9","15.9",32.5,"23",9.6,"-2",,"27.2"
"González, Erik","570481","2021","29","220","229","51","41","7","1","2","40","8",".232",".300",".258","0.558","21","17",".255",".351",".280",,,,"87","0.1",27.1,"6",3.3,,,"27.4"
"Urshela, Gio","570482","2021","29","420","442","112","78","18","2","14","109","20",".267",".419",".301","0.720","49","42",".252",".415",".288",,,,"88.9","7.5",36.2,"25",8,,,"25.7"
"Schoop, Jonathan","570731","2021","29","623","674","173","120","30","1","22","133","37",".278",".435",".320","0.755","84","85",".258",".404",".305",,,,"88.1","10.8",30.1,"34",6.8,,,"27.0"
"Adams, Matt","571431","2021","32","36","40","6","5","1","0","0","9","4",".167",".194",".250","0.444","2","3",".133",".227",".220",,,,"82.2","10.5",29.6,"1",3.7,,,"25.3"
"Arenado, Nolan","571448","2021","30","593","653","151","80","34","3","34","96","50",".255",".494",".312","0.806","105","81",".248",".420",".308",,,,"89","20",34.1,"34",6.7,,,"25.5"
"Barnhart, Tucker","571466","2021","30","348","388","86","58","21","0","7","100","29",".247",".368",".317","0.685","48","41",".204",".313",".279",,,,"87.1","15.5",37.1,"10",4,,,"24.4"
"Corbin, Patrick","571578","2021","31","53","63","7","7","0","0","0","24","3",".132",".132",".179","0.311","0","1",".138",".156",".184",,,,"85.4","1.1",8.3,"0",0,,,"23.0"
"Farmer, Kyle","571657","2021","30","483","529","127","87","22","2","16","97","22",".263",".416",".316","0.732","63","60",".252",".383",".306",,,,"87.2","15.8",36,"17",4.3,,,"27.0"
"Goodwin, Brian","571718","2021","30","235","271","52","33","10","1","8","58","33",".221",".374",".319","0.693","29","33",".248",".396",".342",,,,"88.5","16.9",35.8,"11",6.1,"-4",,"27.4"
"Hamilton, Billy","571740","2021","30","127","135","28","15","8","3","2","47","4",".220",".378",".242","0.620","11","23",".200",".265",".224",,,,"83.9","18.6",38.1,"1",1.2,"1","12","29.5"
"Haniger, Mitch","571745","2021","30","620","691","157","93","23","2","39","169","54",".253",".485",".318","0.803","100","110",".257",".492",".325",,,,"89.3","14.8",33.6,"58",12.6,"-7","1","27.2"
"Hernández, Enrique","571771","2021","29","508","585","127","69","35","3","20","110","61",".250",".449",".337","0.786","60","84",".253",".455",".342",,,,"90.8","17.9",36.5,"34",8.4,"10",,"27.4"
"Holt, Brock","571788","2021","33","235","260","49","33","13","1","2","49","23",".209",".298",".281","0.579","23","21",".224",".309",".295",,,,"86.1","9.8",31,"3",1.6,,,"26.2"
"Lamb, Jake","571875","2021","30","144","170","28","17","4","0","7","51","22",".194",".368",".306","0.674","19","25",".216",".393",".325",,,,"90.6","18.3",34.7,"11",11.6,"-2",,"26.1"
"Maile, Luke","571912","2021","30","30","34","9","5","4","0","0","7","3",".300",".433",".382","0.815","3","6",".227",".292",".318",,,,"79.6","1.2",47.8,"1",4.3,,,"25.6"
"Marrero, Deven","571918","2021","30","16","19","3","2","0","0","1","6","3",".188",".375",".316","0.691","1","4",".076",".126",".222",,,,"78.5","25.8",40,"0",0,,,
"Mikolas, Miles","571945","2021","32","8","15","0","0","0","0","0","5","1",".000",".000",".111","0.111","0","0",".160",".193",".253",,,,"92.2","30.5",11.1,"0",0,,,
"Muncy, Max","571970","2021","30","497","592","124","60","26","2","36","120","83",".249",".527",".368","0.895","94","95",".271",".580",".387",,,,"91.2","15.2",34.9,"61",16.1,,,"26.7"
"Myers, Wil","571976","2021","30","442","500","113","70","24","2","17","141","54",".256",".434",".334","0.768","63","56",".218",".370",".301",,,,"88","10.6",31.5,"23",7.5,"1",,"28.3"
"Naquin, Tyler","571980","2021","30","411","454","111","66","24","2","19","106","35",".270",".477",".333","0.810","70","52",".264",".459",".328",,,,"89.8","9.6",31.5,"32",10.4,"-7",,"27.7"
"Owings, Chris","572008","2021","29","43","50","14","6","4","3","1","15","7",".326",".628",".420","1.048","5","9",".216",".413",".326",,,,"90.7","13.8",32.1,"4",14.3,,,"28.1"
"Piscotty, Stephen","572039","2021","30","173","188","38","25","8","0","5","48","13",".220",".353",".282","0.635","16","14",".221",".375",".284",,,,"86.1","17.5",32.8,"11",8.8,"-3",,"25.9"
"Pollock, AJ","572041","2021","33","384","422","114","65","27","1","21","80","30",".297",".536",".355","0.891","69","53",".282",".499",".343",,,,"90.3","12",35,"34",11.1,"0",,"27.7"
"Seager, Kyle","572122","2021","33","603","670","128","63","29","1","35","161","59",".212",".438",".285","0.723","101","73",".221",".452",".294",,,,"89","19.5",35.7,"55",12.3,,,"25.7"
"Taylor, Michael A.","572191","2021","30","483","528","118","89","16","1","12","144","33",".244",".356",".297","0.653","54","58",".246",".390",".299",,,,"89.4","12.1",30.6,"23",6.6,"17","6","28.2"
"Thompson, Trayce","572204","2021","30","28","35","7","2","1","0","4","11","7",".250",".714",".400","1.114","9","6",".298",".777",".438",,,,"92.3","16.9",47.1,"6",35.3,"-1",,"28.1"
"Voit III, Luke","572228","2021","30","213","241","51","32","7","1","11","74","21",".239",".437",".328","0.765","35","26",".251",".497",".338",,,,"90.7","15.9",35.3,"22",15.8,,,"24.9"
"Walker, Christian","572233","2021","30","401","445","98","64","23","1","10","106","38",".244",".382",".315","0.697","46","55",".249",".386",".320",,,,"88.8","15.6",34,"19",6.4,,,"27.4"
"Zunino, Mike","572287","2021","30","333","375","72","26","11","2","33","132","34",".216",".559",".301","0.860","62","64",".219",".532",".305",,,,"90.7","23.2",31.7,"49",24.3,,,"26.1"
"Carpenter, Matt","572761","2021","35","207","249","35","20","11","1","3","77","35",".169",".275",".305","0.580","21","18",".223",".425",".350",,,,"90","21.1",45,"15",11.5,,,"25.7"
"Dickerson, Corey","572816","2021","32","336","365","91","62","18","5","6","68","25",".271",".408",".326","0.734","29","43",".244",".370",".302",,,,"87.8","10.1",29,"8",3,"1",,"27.3"
"Garneau, Dustin","572863","2021","33","62","68","13","2","5","0","6","18","3",".210",".581",".250","0.831","11","9",".206",".471",".252",,,,"86.4","19.2",32.6,"5",10.9,,,"26.3"
"Ruf, Darin","573131","2021","34","262","312","71","40","13","2","16","87","46",".271",".519",".385","0.904","43","41",".262",".515",".378",,,,"93","9.8",41.5,"25",14.2,"-1",,"25.8"
"Stroman, Marcus","573186","2021","30","51","58","5","3","2","0","0","24","4",".098",".137",".164","0.301","1","2",".115",".136",".179",,,,"80","-2.9",26.7,"0",0,,,"24.1"
"Yastrzemski, Mike","573262","2021","30","468","532","105","49","28","3","25","131","51",".224",".457",".311","0.768","71","75",".221",".431",".309",,,,"89.5","19.4",33.1,"35",10.3,"5","1","27.4"
"Contreras, Willson","575929","2021","29","413","483","98","57","20","0","21","138","52",".237",".438",".340","0.778","57","61",".240",".448",".344",,,,"91.8","9.6",30.1,"31",11.1,,,"27.5"
"Iglesias, Jose","578428","2021","31","483","511","131","93","27","2","9","75","21",".271",".391",".309","0.700","48","65",".270",".366",".308",,,,"85.4","11.5",35.5,"14",3.4,,"2","28.2"
"Torreyes, Ronald","591720","2021","28","318","344","77","59","10","1","7","41","19",".242",".346",".286","0.632","41","30",".233",".299",".278",,,,"82.2","12.2",30.4,"1",0.4,,,"26.9"
"Valera, Breyvic","591971","2021","29","87","97","22","15","6","0","1","12","8",".253",".356",".313","0.669","15","10",".251",".318",".314",,,,"86","15.3",33.8,"0",0,,,"26.9"
"Bryant, Kris","592178","2021","29","513","586","136","77","32","2","25","135","62",".265",".481",".353","0.834","73","86",".260",".449",".349",,,,"88.2","15.1",37.1,"39",10.3,"-3",,"27.9"
"Canha, Mark","592192","2021","32","519","625","120","77","22","4","17","128","77",".231",".387",".358","0.745","61","93",".231",".378",".358",,,,"87.3","13.5",36.1,"28",7.1,"1",,"27.8"
"Casali, Curt","592200","2021","32","200","231","42","25","11","1","5","66","26",".210",".350",".313","0.663","26","20",".199",".330",".304",,,,"86.4","23.3",35.6,"8",5.9,,,"25.0"
"Castellanos, Nick","592206","2021","29","531","585","164","91","38","1","34","121","41",".309",".576",".362","0.938","100","95",".293",".535",".350",,,,"89.8","14",44,"44",10.6,"-8",,"27.6"
"DeShields, Delino","592261","2021","28","47","58","12","6","5","0","1","11","9",".255",".426",".375","0.801","6","4",".216",".405",".342",,,,"88.2","13",31.6,"3",7.9,"-1",,"28.3"
"Drury, Brandon","592273","2021","28","84","88","23","14","5","0","4","22","3",".274",".476",".307","0.783","14","7",".206",".348",".242",,,,"89.7","11.7",24.2,"4",6.5,,,"26.3"
"Gamel, Ben","592325","2021","29","340","400","84","55","18","3","8","105","51",".247",".388",".347","0.735","26","43",".230",".373",".335",,,,"89","16.7",41.5,"19",7.9,"-10",,"27.8"
"Gausman, Kevin","592332","2021","30","54","62","10","10","0","0","0","31","2",".185",".185",".211","0.396","4","6",".106",".120",".136",,,,"83.1","-5.4",17.2,"0",0,,,"23.4"
"González, Chi Chi","592346","2021","29","31","34","5","4","1","0","0","16","1",".161",".194",".188","0.382","1","3",".132",".205",".159",,,,"82.6","-7.7",23.5,"1",5.9,,,"22.7"
"Goodrum, Niko","592348","2021","29","290","325","62","40","11","2","9","107","29",".214",".359",".292","0.651","33","39",".215",".381",".297",,,,"88","13.4",37.8,"19",10.3,"1","1","28.5"
"Gray, Jon","592351","2021","29","47","50","5","5","0","0","0","32","0",".106",".106",".106","0.212","3","2",".098",".120",".098",,,,"87.1","20.5",27.8,"0",0,,,"22.7"
"Holaday, Bryan","592407","2021","33","31","34","6","4","2","0","0","15","1",".194",".258",".265","0.523","1","2",".144",".191",".220",,,,"88.4","22.8",31.3,"0",0,,,"24.7"
"Jones, JaCoby","592444","2021","29","100","105","17","13","2","0","2","42","5",".170",".250",".210","0.460","9","9",".197",".333",".235",,,,"89.4","10.3",41.4,"5",8.6,"1",,"27.4"
"Judge, Aaron","592450","2021","29","550","633","158","95","24","0","39","158","75",".287",".544",".373","0.917","98","89",".308",".594",".394",,,,"95.8","11.6",38.5,"70",17.6,"0","1","27.7"
"Machado, Manny","592518","2021","28","564","640","157","96","31","2","28","102","63",".278",".489",".347","0.836","106","92",".291",".526",".363",,,,"93.1","14",33.8,"63",13.3,,,"26.5"
"Marmolejos, José","592530","2021","28","106","122","17","9","4","0","4","39","15",".160",".311",".262","0.573","12","11",".184",".348",".283",,,,"89.4","22.7",30.9,"7",10.3,"-2",,"25.7"
"Moran, Colin","592567","2021","28","318","359","82","60","12","0","10","87","36",".258",".390",".334","0.724","50","29",".245",".391",".323",,,,"89.1","7.2",34.2,"19",8.1,,,"23.9"
"Payton, Mark","592622","2021","29","22","24","4","4","0","0","0","7","2",".182",".182",".250","0.432","0","2",".239",".300",".302",,,,"85.1","12.4",26.7,"0",0,,,"27.3"
"Pederson, Joc","592626","2021","29","429","481","102","62","19","3","18","117","39",".238",".422",".310","0.732","61","55",".244",".441",".319",,,,"91","14.1",31.2,"32",10.1,"-5",,"26.9"
"Ramos, Henry","592656","2021","29","50","55","10","7","2","0","1","12","4",".200",".300",".255","0.555","8","5",".213",".320",".268",,,,"87.3","13.7",23.1,"2",5.1,"0",,"26.4"
"Realmuto, J.T.","592663","2021","30","476","537","125","79","25","4","17","129","48",".263",".439",".343","0.782","73","64",".253",".416",".335",,,,"89.6","11.5",31.2,"30",8.6,,"4","28.8"
"Renfroe, Hunter","592669","2021","29","521","572","135","71","33","0","31","130","44",".259",".501",".315","0.816","96","89",".260",".506",".320",,,,"90.1","15.6",32.7,"57",14.4,"-3",,"27.2"
"Rosario, Eddie","592696","2021","29","379","412","98","62","19","3","14","61","26",".259",".435",".305","0.740","62","42",".255",".427",".305",,,,"88.5","15.5",34.3,"19",5.9,"-2","1","27.4"
"Sampson, Adrian","592716","2021","29","7","11","0","0","0","0","0","7","0",".000",".000",".000","0.000","0","0",".000",".000",".000",,,,,,25,"0",0,,,
"Sanchez, Aaron","592717","2021","28","10","10","0","0","0","0","0","7","0",".000",".000",".000","0.000","0","0",".053",".061",".053",,,,"72.5","-7.7",0,"0",0,,,
"Simmons, Andrelton","592743","2021","31","412","451","92","77","12","0","3","62","32",".223",".274",".283","0.557","31","37",".230",".281",".290",,,,"84.1","3.9",29.1,"2",0.6,,,"26.2"
"Smith, Caleb","592761","2021","29","22","25","2","1","1","0","0","14","1",".091",".136",".167","0.303","0","2",".091",".124",".166",,,,"74.2","-16.8",22.2,"0",0,,,"27.0"
"Smyly, Drew","592767","2021","32","41","43","3","3","0","0","0","19","0",".073",".073",".073","0.146","0","0",".093",".105",".093",,,,"78.5","-2.5",16.7,"0",0,,,"23.1"
"Velasquez, Vince","592826","2021","29","23","30","2","2","0","0","0","9","2",".087",".087",".160","0.247","3","0",".190",".244",".254",,,,"84.7","8.2",21.1,"0",0,,,"26.2"
"Walker, Taijuan","592836","2021","28","47","51","5","5","0","0","0","29","1",".106",".106",".143","0.249","1","0",".119",".136",".156",,,,"82.6","-9.7",25,"0",0,,,"27.2"
"Wilkerson, Stevie","592859","2021","29","72","76","12","9","3","0","0","30","3",".167",".208",".211","0.419","2","5",".155",".209",".200",,,,"85","4.5",33.3,"0",0,,,"27.2"
"Williams, Mason","592863","2021","29","33","37","7","5","1","0","1","9","4",".212",".333",".297","0.630","1","3",".195",".293",".282",,,,"85.8","10.3",29.2,"1",4.2,"0",,"26.7"
"Williams, Trevor","592866","2021","29","25","28","5","5","0","0","0","9","1",".200",".200",".231","0.431","1","1",".106",".118",".141",,,,"82.8","-14.6",11.1,"0",0,,,"20.3"
"Yelich, Christian","592885","2021","29","399","475","99","69","19","2","9","113","70",".248",".373",".362","0.735","51","70",".254",".392",".368",,,,"91","2.8",29.4,"22",7.6,"1","4","28.4"
"Merrifield, Whit","593160","2021","32","664","720","184","129","42","3","10","103","40",".277",".395",".317","0.712","74","97",".263",".383",".306",,,,"86.9","14.1",40,"20",3.5,"-1","1","28.6"
"Martinez, Carlos","593372","2021","29","24","25","2","1","1","0","0","15","0",".083",".125",".083","0.208","0","1",".110",".124",".110",,,,"79.5","-16.8",20,"0",0,,,"23.1"
"Bogaerts, Xander","593428","2021","28","529","603","156","98","34","1","23","113","62",".295",".493",".370","0.863","79","90",".280",".468",".359",,,,"89.6","12.5",36.4,"41",9.7,,"1","27.7"
"Bonifacio, Jorge","593528","2021","28","11","12","1","1","0","0","0","6","1",".091",".091",".167","0.258","2","0",".080",".117",".157",,,,"74.6","12.8",20,"0",0,,,
"Rivas, Webster","593590","2021","30","68","77","15","11","2","0","2","16","8",".221",".338",".303","0.641","4","8",".199",".278",".283",,,,"86.6","10.2",26.4,"2",3.8,,,"25.4"
"Alberto, Hanser","593643","2021","28","241","255","65","40","20","3","2","26","4",".270",".402",".291","0.693","24","25",".265",".384",".290",,,,"87.1","16.1",32.6,"10",4.5,,,"26.8"
"Polanco, Jorge","593871","2021","27","588","644","158","88","35","2","33","118","45",".269",".503",".323","0.826","98","97",".267",".488",".323",,,,"89.4","19.3",36.1,"48",10.1,,"8","27.9"
"Sanó, Miguel","593934","2021","28","470","532","105","51","24","0","30","183","59",".223",".466",".312","0.778","75","68",".216",".439",".306",,,,"93.4","17.6",32.3,"51",17.7,,,"26.5"
