"name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_total_caught_stealing","r_total_stolen_base","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","hp_to_1b","sprint_speed",""
"De La Cruz, Bryan","650559","2022","25","329","355","83","50","20","0","13","90","19",25.4,5.4,".252",".432",".294","0.726","43","0","4","90.8",43.6,11.9,"4.52","27.8",
"Viloria, Meibrys","650619","2022","25","63","75","10","7","1","0","2","29","11",38.7,14.7,".159",".270",".280","0.550","5","0","0","88.4",31.4,8.6,,"25.3",
"Rengifo, Luis","650859","2022","25","489","511","129","86","22","4","17","79","17",15.5,3.3,".264",".429",".294","0.723","52","2","6","86.9",31.1,5.4,"4.31","27.9",
"Pinto, Rene","650907","2022","25","80","83","17","12","3","0","2","35","2",42.2,2.4,".212",".325",".241","0.566","10","0","0","89.1",20,4.4,"4.46","26.8",
"Perez, Carlos","656024","2022","25","18","18","4","2","2","0","0","2","0",11.1,0,".222",".333",".222","0.555","2","0","0","82.4",25,0,,"25.1",
"Adams, Riley","656180","2022","26","142","155","25","16","4","0","5","46","12",29.7,7.7,".176",".310",".245","0.555","10","1","0","90.2",25,9.4,"4.62","26.7",
"Allen, Greg","656185","2022","29","118","134","22","16","4","0","2","42","10",31.3,7.5,".186",".271",".260","0.531","8","2","8","87.6",25,2.5,"4.47","28.1",
"Bouchard, Sean","656248","2022","26","74","97","22","13","6","0","3","25","21",25.8,21.6,".297",".500",".454","0.954","11","0","0","89.8",44,2,,"28.0",
"Bradley, Bobby","656252","2022","26","17","17","2","2","0","0","0","9","0",52.9,0,".118",".118",".118","0.236","0","0","0","87.5",25,0,,,
"Chapman, Matt","656305","2022","29","538","621","123","68","27","1","27","170","68",27.4,11,".229",".433",".324","0.757","76","2","2","92.2",34,12.9,"4.44","28.4",
"Chavis, Michael","656308","2022","26","401","426","92","59","16","3","14","126","19",29.6,4.5,".229",".389",".265","0.654","49","1","1","85.4",33,7.5,"4.36","28.8",
"Dunand, Joe","656388","2022","26","10","11","3","1","1","0","1","3","0",27.3,0,".300",".700",".364","1.064","1","0","0","85.9",28.6,0,,,
"Ellis, Drew","656403","2022","26","16","17","3","2","1","0","0","7","1",41.2,5.9,".188",".250",".235","0.485","1","0","0","88.4",44.4,0,,,
"Fairchild, Stuart","656413","2022","26","97","110","24","14","4","1","5","34","8",30.9,7.3,".247",".464",".336","0.800","6","2","0","88.9",31.7,9.5,"4.26","29.0",
"Garrett, Stone","656448","2022","26","76","84","21","9","8","0","4","27","3",32.1,3.6,".276",".539",".309","0.848","10","1","3","92.9",28,10,"4.46","28.6",
"Guthrie, Dalton","656495","2022","26","21","28","7","6","0","0","1","7","6",25,21.4,".333",".476",".500","0.976","5","0","1","76.8",50,7.1,,"28.8",
"Harrison, Monte","656509","2022","26","11","14","2","1","0","0","1","8","2",57.1,14.3,".182",".455",".357","0.812","3","0","1","103",0,33.3,,,
"Haseley, Adam","656514","2022","26","21","25","5","5","0","0","0","7","3",28,12,".238",".238",".333","0.571","2","0","0","84",13.3,0,,"27.9",
"Hill, Derek","656537","2022","26","83","92","19","16","2","0","1","28","5",30.4,5.4,".229",".289",".270","0.559","3","0","3","85.2",33.9,3.4,"4.23","29.6",
"Hilliard, Sam","656541","2022","28","174","200","32","23","6","1","2","57","23",28.5,11.5,".184",".264",".280","0.544","14","1","5","92",27.7,9.2,"4.2","28.7",
"Hoskins, Rhys","656555","2022","29","589","672","145","80","33","2","30","169","72",25.1,10.7,".246",".462",".332","0.794","79","1","2","90.1",37.3,11.1,"4.73","25.9",
"Jackson, Alex","656577","2022","26","12","12","3","3","0","0","0","7","0",58.3,0,".250",".250",".250","0.500","0","0","0","79.7",40,0,,,
"Joe, Connor","656582","2022","29","404","467","96","65","20","4","7","97","55",20.8,11.8,".238",".359",".338","0.697","28","2","6","85.3",35.1,4.5,"4.57","26.8",
"Kolozsvary, Mark","656627","2022","26","20","21","4","1","2","0","1","9","1",42.9,4.8,".200",".450",".238","0.688","3","0","0","88.3",45.5,9.1,,"28.1",
"Luplow, Jordan","656669","2022","28","205","234","36","20","5","0","11","60","25",25.6,10.7,".176",".361",".274","0.635","28","1","5","87.2",24,7.5,"4.45","27.8",
"Matijevic, J.J.","656695","2022","26","67","71","14","10","2","0","2","25","2",35.2,2.8,".209",".328",".254","0.582","5","0","1","88.8",33.3,2.4,"4.35","26.6",
"McKinstry, Zach","656716","2022","27","166","185","33","19","6","3","5","52","16",28.1,8.6,".199",".361",".273","0.634","14","0","7","86.4",41.4,4.3,"4.31","28.3",
"Mullins II, Cedric","656775","2022","27","608","672","157","105","32","4","16","126","47",18.8,7,".258",".403",".318","0.721","64","10","34","88.8",29.3,4.9,"4.16","28.4",
"O'Hearn, Ryan","656811","2022","28","134","145","32","24","6","1","1","35","8",24.1,5.5,".239",".321",".290","0.611","16","0","0","92.1",38,7,"4.54","27.3",
"Padlo, Kevin","656821","2022","25","33","34","4","3","1","0","0","10","1",29.4,2.9,".121",".152",".147","0.299","3","0","0","90.8",21.7,0,,"25.8",
"Rivera, Emmanuel","656896","2022","26","330","359","77","46","16","3","12","83","23",23.1,6.4,".233",".409",".292","0.701","40","2","1","90.4",32.3,9.3,"4.68","26.9",
"Schwarber, Kyle","656941","2022","29","577","669","126","56","21","3","46","200","86",29.9,12.9,".218",".504",".323","0.827","94","1","10","93.3",35.4,20.1,"4.51","26.4",
"Smith, Pavin","656976","2022","26","245","277","54","36","9","0","9","67","28",24.2,10.1,".220",".367",".300","0.667","33","0","1","87.9",28.7,9.9,"4.57","26.5",
"Thomas, Lane","657041","2022","26","498","548","120","75","26","2","17","132","41",24.1,7.5,".241",".404",".301","0.705","52","4","8","86.4",32.6,6.5,"4.38","29.4",
"Tucker, Cole","657061","2022","25","63","63","11","9","1","1","0","25","0",39.7,0,".175",".222",".175","0.397","2","0","1","82.4",39.5,7.9,"4.35","27.7",
"Verdugo, Alex","657077","2022","26","593","644","166","115","39","1","11","86","42",13.4,6.5,".280",".405",".328","0.733","74","3","1","89.1",37.8,6,"4.38","26.8",
"Wong, Connor","657136","2022","26","48","56","9","5","3","0","1","16","5",28.6,8.9,".188",".313",".273","0.586","7","0","0","89.8",20.6,11.8,"4.33","28.8",
"Alvarez, Eddy","657193","2022","32","25","27","4","4","0","0","0","9","0",33.3,0,".160",".160",".154","0.314","3","0","1","88",22.2,0,,"26.8",
"DeJong, Paul","657557","2022","28","210","237","33","18","9","0","6","79","21",33.3,8.9,".157",".286",".245","0.531","25","2","3","87.6",25.6,9.8,"4.47","27.8",
"Laureano, Ramon","657656","2022","27","346","383","73","42","18","0","13","104","25",27.2,6.5,".211",".376",".287","0.663","34","6","11","88.7",28.9,11.6,"4.43","27.6",
"Papierski, Michael","657709","2022","26","91","103","13","11","1","0","1","26","10",25.2,9.7,".143",".187",".228","0.415","4","0","0","77.4",28.4,0,"4.84","24.7",
"Sheets, Gavin","657757","2022","26","377","410","91","57","19","0","15","86","27",21,6.6,".241",".411",".295","0.706","53","0","0","88.6",32.3,6.5,"4.52","26.6",
"Olivares, Edward","658668","2022","26","161","174","46","34","8","0","4","36","10",20.7,5.7,".286",".410",".333","0.743","15","3","2","89.2",34.9,6.3,"4.36","28.6",
"Moncada, Yoan","660162","2022","27","397","433","84","53","18","1","12","114","32",26.3,7.4,".212",".353",".273","0.626","51","0","2","88.7",35.1,9.8,"4.39","27.3",
"Ohtani, Shohei","660271","2022","27","586","666","160","90","30","6","34","161","72",24.2,10.8,".273",".519",".356","0.875","95","9","11","92.9",35,16.8,"4.09","28.3",
"Tsutsugo, Yoshi","660294","2022","30","170","193","29","23","4","0","2","50","19",25.9,9.8,".171",".229",".249","0.478","19","0","0","88.8",32.3,5.6,"4.47","26.0",
"Arauz, Jonathan","660620","2022","23","38","41","5","4","0","0","1","12","1",29.3,2.4,".132",".211",".150","0.361","5","0","0","87.4",50,7.1,,"25.6",
"Hernandez, Yonny","660634","2022","24","24","28","2","2","0","0","0","4","2",14.3,7.1,".083",".083",".154","0.237","0","0","2","82.3",22.7,0,,"26.8",
"Castillo, Diego","660636","2022","24","262","283","54","30","13","0","11","75","14",26.5,4.9,".206",".382",".251","0.633","29","1","1","89.1",37.7,9.9,"4.56","27.3",
"Brujan, Vidal","660644","2022","24","147","162","24","16","5","0","3","37","12",22.8,7.4,".163",".259",".228","0.487","16","5","5","86.1",30.4,2.7,"4.28","28.5",
"Garcia, Dermis","660650","2022","24","116","125","24","13","6","0","5","55","8",44,6.4,".207",".388",".264","0.652","20","0","0","86.5",27.9,13.1,"4.65","27.5",
"Acuna Jr., Ronald","660670","2022","24","467","533","124","85","24","0","15","126","53",23.6,9.9,".266",".413",".351","0.764","50","11","29","91.2",32.8,12.8,"4.27","28.5",
"Ruiz, Keibert","660688","2022","23","394","433","99","70","22","0","7","50","30",11.5,6.9,".251",".360",".313","0.673","36","1","6","88",36.3,3.7,"4.77","25.3",
"Montero, Elehuris","660707","2022","23","176","185","41","19","15","1","6","60","8",32.4,4.3,".233",".432",".270","0.702","20","0","0","89.8",34.5,8.6,"4.66","26.9",
"Gonzalez, Oscar","660757","2022","24","362","382","107","69","27","0","11","75","15",19.6,3.9,".296",".461",".327","0.788","43","2","1","88.6",32.5,7.3,"4.35","28.8",
"Yepez, Juan","660766","2022","24","253","274","64","39","13","0","12","61","16",22.3,5.8,".253",".447",".296","0.743","30","0","0","86.5",33.2,9.2,"4.66","26.8",
"Sanchez, Jesus","660821","2022","24","313","343","67","37","14","3","13","92","26",26.8,7.6,".214",".403",".280","0.683","36","0","1","89.5",25.7,9.9,"4.48","27.3",
"Park, Hoy","660829","2022","26","51","60","11","7","2","0","2","15","4",25,6.7,".216",".373",".276","0.649","6","0","1","85.1",20,10,"4.3","27.6",
"Contreras, William","661388","2022","24","334","376","93","58","14","1","20","104","39",27.7,10.4,".278",".506",".354","0.860","45","0","2","90.4",31.9,13.4,"4.51","27.0",
"Serven, Brian","661531","2022","27","187","205","38","27","4","1","6","44","13",21.5,6.3,".203",".332",".261","0.593","16","0","0","84.5",32.9,2.7,"4.52","26.5",
"Varsho, Daulton","662139","2022","25","531","592","125","72","23","3","27","145","46",24.5,7.8,".235",".443",".302","0.745","74","6","16","87.7",33.6,10.2,"4.28","28.0",
"Nootbaar, Lars","663457","2022","24","290","347","66","33","16","3","14","71","51",20.5,14.7,".228",".448",".340","0.788","40","1","4","91.7",30.4,12.1,"4.28","28.2",
"Davis, Brendon","663478","2022","24","10","11","2","2","0","0","0","3","1",27.3,9.1,".200",".200",".273","0.473","0","0","1","88",42.9,14.3,,,
"Nevin, Tyler","663527","2022","25","157","184","31","25","4","0","2","46","20",25,10.9,".197",".261",".299","0.560","16","0","0","87.3",34.2,3.5,"4.75","25.6",
"Hoerner, Nico","663538","2022","25","481","517","135","98","22","5","10","57","28",11,5.4,".281",".410",".327","0.737","55","2","20","87.2",32.4,2.6,"4.28","29.1",
"Riley, Austin","663586","2022","25","615","693","168","89","39","2","38","168","57",24.2,8.2,".273",".528",".349","0.877","93","0","2","92.5",37.7,15.7,"4.5","27.8",
"Madrigal, Nick","663611","2022","25","209","228","52","45","7","0","0","27","14",11.8,6.1,".249",".282",".305","0.587","7","1","3","85.9",26.6,0,"4.37","27.4",
"Larnach, Trevor","663616","2022","25","160","180","37","19","13","0","5","57","18",31.7,10,".231",".406",".306","0.712","18","0","0","90.1",36.2,11.4,"4.48","27.0",
"Mountcastle, Ryan","663624","2022","25","555","609","139","88","28","1","22","154","43",25.3,7.1,".250",".423",".305","0.728","85","1","4","91.3",39.5,15,"4.51","27.5",
"McKenna, Ryan","663630","2022","25","156","172","37","25","10","0","2","55","11",32,6.4,".237",".340",".294","0.634","11","1","2","86.7",37.5,9.6,"4.2","29.4",
"Hayes, Ke'Bryan","663647","2022","25","505","560","123","89","24","3","7","122","48",21.8,8.6,".244",".345",".314","0.659","41","5","20","91",30.6,3.9,"4.41","27.9",
"Tucker, Kyle","663656","2022","25","544","609","140","81","28","1","30","95","59",15.6,9.7,".257",".478",".330","0.808","107","4","25","90",34.4,10.2,"4.51","26.6",
"Cameron, Daz","663662","2022","25","64","70","14","9","3","1","1","20","5",28.6,7.1,".219",".344",".286","0.630","8","0","2","90.4",43.2,9.1,"4.41","28.5",
"India, Jonathan","663697","2022","25","386","431","96","68","16","2","10","94","31",21.8,7.2,".249",".378",".327","0.705","41","4","3","85.1",36,4.8,"4.46","27.7",
"Bart, Joey","663698","2022","25","261","291","56","39","6","0","11","112","26",38.5,8.9,".215",".364",".296","0.660","25","1","2","87.3",32.2,10.1,"4.61","27.1",
"Raleigh, Cal","663728","2022","25","370","415","78","30","20","1","27","122","38",29.4,9.2,".211",".489",".284","0.773","63","0","1","90.9",36,15.4,"4.57","26.8",
"Fortes, Nick","663743","2022","25","217","240","50","34","6","1","9","45","18",18.8,7.5,".230",".392",".304","0.696","24","3","5","89.3",30.2,7,"4.48","27.9",
"Grisham, Trent","663757","2022","25","451","524","83","48","16","2","17","150","57",28.6,10.9,".184",".341",".284","0.625","53","1","7","88.3",25.5,8.1,"4.35","28.8",
"Vierling, Matt","663837","2022","25","325","357","80","60","12","2","6","70","23",19.6,6.4,".246",".351",".297","0.648","32","4","7","91.2",35.2,5,"4.34","29.6",
"Rivas III, Alfonso","663845","2022","25","251","287","59","49","5","2","3","87","29",30.3,10.1,".235",".307",".322","0.629","25","1","6","86.9",34.7,4.2,"4.63","26.2",
"Gonzalez, Romy","663853","2022","25","105","109","25","18","4","1","2","39","2",35.8,1.8,".238",".352",".257","0.609","11","1","0","91.2",29.9,9,"4.38","28.5",
"Stephenson, Tyler","663886","2022","25","166","183","53","38","9","0","6","47","12",25.7,6.6,".319",".482",".372","0.854","35","0","1","87.1",46.3,6.6,"4.64","26.5",
"Williams, Luke","663897","2022","25","127","136","30","23","5","1","1","44","9",32.4,6.6,".236",".315",".287","0.602","6","4","11","83.3",36.1,3.6,"4.23","28.8",
"Rodgers, Brendan","663898","2022","25","527","581","140","94","30","3","13","101","46",17.4,7.9,".266",".408",".325","0.733","63","0","0","90",31.3,7.2,"4.52","26.7",
"Plummer, Nick","663911","2022","25","29","31","4","1","1","0","2","12","1",38.7,3.2,".138",".379",".194","0.573","6","0","0","89.1",47.1,11.8,,"26.1",
"Lowe, Nathaniel","663993","2022","26","593","645","179","123","26","3","27","147","48",22.8,7.4,".302",".492",".358","0.850","76","2","2","90.2",34.1,9.9,"4.39","27.1",
"Happ, Ian","664023","2022","27","573","641","155","94","42","2","17","149","58",23.2,9,".271",".440",".342","0.782","72","4","9","89.7",29.2,6.5,"4.32","27.9",
"Mathias, Mark","664029","2022","27","81","91","20","11","3","0","6","30","9",33,9.9,".247",".506",".319","0.825","20","0","3","90.2",34.6,11.5,"4.43","27.6",
"France, Ty","664034","2022","27","551","613","151","103","27","1","20","94","35",15.3,5.7,".274",".436",".338","0.774","83","0","0","87.6",34.8,5.4,"4.89","24.7",
"Lowe, Brandon","664040","2022","27","235","266","52","32","10","2","8","61","27",22.9,10.2,".221",".383",".308","0.691","25","0","1","89.4",35.4,10.3,"4.37","27.5",
"Davis, Jaylin","664041","2022","27","24","27","8","7","1","0","0","11","3",40.7,11.1,".333",".375",".407","0.782","2","0","0","88.2",53.8,0,,"28.1",
"Bader, Harrison","664056","2022","28","292","313","73","55","10","3","5","62","15",19.8,4.8,".250",".356",".294","0.650","30","3","17","83.4",28.4,3.4,"4.27","29.1",
"Fletcher, David","664058","2022","28","216","228","55","43","9","1","2","16","7",7,3.1,".255",".333",".288","0.621","17","0","1","82.1",41.1,0,"4.48","26.1",
"Haggerty, Sam","664059","2022","28","176","201","45","30","9","1","5","53","18",26.4,9,".256",".403",".335","0.738","23","1","13","86",32.5,4,"4.33","28.9",
"Allen, Austin","664119","2022","28","14","16","1","1","0","0","0","9","1",56.3,6.3,".071",".071",".188","0.259","0","0","0","92.7",20,0,,,
"Moore, Dylan","664238","2022","29","205","255","46","27","11","2","6","75","34",29.4,13.3,".224",".385",".368","0.753","24","8","21","87.2",39.4,12.9,"4.4","28.3",
"Garlick, Kyle","664247","2022","30","150","162","35","23","3","0","9","48","8",29.6,4.9,".233",".433",".284","0.717","18","0","0","90.2",36.9,9.7,"4.68","26.6",
"Florial, Estevan","664314","2022","24","31","35","3","3","0","0","0","13","3",37.1,8.6,".097",".097",".200","0.297","1","0","2","85.6",16.7,5.6,,"27.9",
"Whitefield, Aaron","664334","2022","25","11","11","0","0","0","0","0","5","0",45.5,0,".000",".000",".000","0.000","0","0","0","95.3",33.3,16.7,,,
"Lopez, Alejo","664670","2022","26","145","156","38","31","5","1","1","21","9",13.5,5.8,".262",".331",".314","0.645","10","1","3","83.8",37.9,0.8,"4.4","26.6",
"Straw, Myles","664702","2022","27","535","596","118","93","22","3","0","87","54",14.6,9.1,".221",".273",".291","0.564","32","1","21","87",34.1,0.7,"4.14","29.3",
"Isbel, Kyle","664728","2022","25","256","278","54","35","10","4","5","75","16",27,5.8,".211",".340",".264","0.604","28","6","9","89.7",30.4,4.9,"4.33","28.0",
"Higgins, P.J.","664731","2022","29","201","229","46","28","11","1","6","58","22",25.3,9.6,".229",".383",".310","0.693","30","0","0","86",34.7,3.4,"4.51","26.4",
"Bohm, Alec","664761","2022","25","586","631","164","124","24","3","13","110","31",17.4,4.9,".280",".398",".315","0.713","72","3","2","90.2",37.7,6.8,"4.59","27.1",
"Wade Jr., LaMonte","664774","2022","28","217","251","45","29","7","1","8","51","26",20.3,10.4,".207",".359",".305","0.664","26","0","1","87.7",33.7,9.5,"4.67","26.0",
"Mazeika, Patrick","664850","2022","28","68","72","13","8","4","0","1","9","2",12.5,2.8,".191",".294",".214","0.508","6","0","0","84.5",29.5,3.3,"4.71","24.0",
"Zavala, Seby","664874","2022","28","178","205","48","32","14","0","2","64","19",31.2,9.3,".270",".382",".347","0.729","21","0","0","88.8",41.2,9.2,"4.71","25.9",
"Mendick, Danny","664901","2022","28","97","106","28","20","4","1","3","23","7",21.7,6.6,".289",".443",".343","0.786","15","0","1","86.8",38.7,4,"4.64","26.1",
"Brown, Seth","664913","2022","29","500","555","115","61","26","3","25","146","51",26.3,9.2,".230",".444",".305","0.749","73","2","11","89.2",34.9,13,"4.51","27.8",
"McCarthy, Jake","664983","2022","24","321","354","91","64","16","3","8","76","23",21.5,6.5,".283",".427",".342","0.769","43","3","23","87.4",32.5,4.8,"4.21","30.1",
"Clemens, Kody","665019","2022","26","117","127","17","8","4","0","5","33","8",26,6.3,".145",".308",".197","0.505","17","0","1","89.4",26.7,5.8,"4.47","27.3",
"Walsh, Jared","665120","2022","28","423","454","91","56","18","2","15","138","27",30.4,5.9,".215",".374",".269","0.643","44","1","2","90.1",34,9.5,"4.55","25.9",
"Proctor, Ford","665154","2022","25","18","22","2","1","0","0","1","3","2",13.6,9.1,".111",".278",".182","0.460","6","0","0","89.4",29.4,5.9,,"26.4",
"Maton, Nick","665155","2022","25","72","85","18","10","2","1","5","29","10",34.1,11.8,".250",".514",".341","0.855","17","0","0","86.6",37.8,6.7,,"26.6",
"Pena, Jeremy","665161","2022","24","521","558","132","88","20","2","22","135","22",24.2,3.9,".253",".426",".289","0.715","63","2","11","88.1",32.9,9.7,"4.28","29.4",
